date,maturity,yield
2025-06-26,0.75,2.642
2025-06-26,1.0,2.674
2025-06-26,1.5,2.764
2025-06-26,2.0,2.806
2025-06-26,2.5,2.86
2025-06-26,3.0,2.97
2025-06-26,4.0,3.062
2025-06-26,5.0,3.276
2025-06-26,7.0,3.764
2025-06-26,10.0,4.555
2025-06-26,15.0,4.903
2025-06-26,20.0,5.205
2025-06-27,0.25,2.652
2025-06-27,0.5,2.625
2025-06-27,0.75,2.642
2025-06-27,1.0,2.675
2025-06-27,1.5,2.76
2025-06-27,2.0,2.802
2025-06-27,2.5,2.855
2025-06-27,3.0,2.971
2025-06-27,4.0,3.055
2025-06-27,5.0,3.278
2025-06-27,7.0,3.772
2025-06-27,10.0,4.565
2025-06-27,15.0,4.935
2025-06-27,20.0,5.243
2025-06-30,0.25,2.652
2025-06-30,0.5,2.625
2025-06-30,0.75,2.642
2025-06-30,1.0,2.672
2025-06-30,1.5,2.745
2025-06-30,2.0,2.801
2025-06-30,2.5,2.847
2025-06-30,3.0,2.967
2025-06-30,4.0,3.057
2025-06-30,5.0,3.281
2025-06-30,7.0,3.792
2025-06-30,10.0,4.587
2025-06-30,15.0,4.958
2025-06-30,20.0,5.265
2025-07-01,0.25,2.649
2025-07-01,0.5,2.622
2025-07-01,0.75,2.633
2025-07-01,1.0,2.663
2025-07-01,1.5,2.725
2025-07-01,2.0,2.794
2025-07-01,2.5,2.842
2025-07-01,3.0,2.963
2025-07-01,4.0,3.043
2025-07-01,5.0,3.266
2025-07-01,7.0,3.775
2025-07-01,10.0,4.565
2025-07-01,15.0,4.92
2025-07-01,20.0,5.213
2025-07-02,0.25,2.647
2025-07-02,0.5,2.616
2025-07-02,0.75,2.628
2025-07-02,1.0,2.66
2025-07-02,1.5,2.737
2025-07-02,2.0,2.821
2025-07-02,2.5,2.877
2025-07-02,3.0,2.995
2025-07-02,4.0,3.088
2025-07-02,5.0,3.312
2025-07-02,7.0,3.819
2025-07-02,10.0,4.615
2025-07-02,15.0,4.966
2025-07-02,20.0,5.255
2025-07-03,0.25,2.643
2025-07-03,0.5,2.61
2025-07-03,0.75,2.622
2025-07-03,1.0,2.648
2025-07-03,1.5,2.707
2025-07-03,2.0,2.8
2025-07-03,2.5,2.843
2025-07-03,3.0,2.949
2025-07-03,4.0,3.052
2025-07-03,5.0,3.278
2025-07-03,7.0,3.794
2025-07-03,10.0,4.59
2025-07-03,15.0,4.944
2025-07-03,20.0,5.234
2025-07-04,0.25,2.64
2025-07-04,0.5,2.617
2025-07-04,0.75,2.628
2025-07-04,1.0,2.651
2025-07-04,1.5,2.716
2025-07-04,2.0,2.813
2025-07-04,2.5,2.868
2025-07-04,3.0,2.97
2025-07-04,4.0,3.082
2025-07-04,5.0,3.308
2025-07-04,7.0,3.819
2025-07-04,10.0,4.614
2025-07-04,15.0,4.968
2025-07-04,20.0,5.258
2025-07-07,0.25,2.637
2025-07-07,0.5,2.616
2025-07-07,0.75,2.63
2025-07-07,1.0,2.644
2025-07-07,1.5,2.709
2025-07-07,2.0,2.811
2025-07-07,2.5,2.868
2025-07-07,3.0,2.974
2025-07-07,4.0,3.092
2025-07-07,5.0,3.316
2025-07-07,7.0,3.829
2025-07-07,10.0,4.62
2025-07-07,15.0,4.978
2025-07-07,20.0,5.274
2025-07-08,0.25,2.634
2025-07-08,0.5,2.616
2025-07-08,0.75,2.632
2025-07-08,1.0,2.642
2025-07-08,1.5,2.694
2025-07-08,2.0,2.809
2025-07-08,2.5,2.856
2025-07-08,3.0,2.967
2025-07-08,4.0,3.087
2025-07-08,5.0,3.312
2025-07-08,7.0,3.834
2025-07-08,10.0,4.632
2025-07-08,15.0,4.985
2025-07-08,20.0,5.275
2025-07-09,0.25,2.627
2025-07-09,0.5,2.614
2025-07-09,0.75,2.629
2025-07-09,1.0,2.633
2025-07-09,1.5,2.673
2025-07-09,2.0,2.804
2025-07-09,2.5,2.843
2025-07-09,3.0,2.96
2025-07-09,4.0,3.079
2025-07-09,5.0,3.31
2025-07-09,7.0,3.833
2025-07-09,10.0,4.627
2025-07-09,15.0,4.979
2025-07-09,20.0,5.268
2025-07-10,0.25,2.629
2025-07-10,0.5,2.616
2025-07-10,0.75,2.629
2025-07-10,1.0,2.627
2025-07-10,1.5,2.65
2025-07-10,2.0,2.775
2025-07-10,2.5,2.802
2025-07-10,3.0,2.912
2025-07-10,4.0,3.035
2025-07-10,5.0,3.267
2025-07-10,7.0,3.79
2025-07-10,10.0,4.588
2025-07-10,15.0,4.945
2025-07-10,20.0,5.24
2025-07-11,0.25,2.632
2025-07-11,0.5,2.618
2025-07-11,0.75,2.633
2025-07-11,1.0,2.634
2025-07-11,1.5,2.657
2025-07-11,2.0,2.781
2025-07-11,2.5,2.815
2025-07-11,3.0,2.927
2025-07-11,4.0,3.039
2025-07-11,5.0,3.281
2025-07-11,7.0,3.796
2025-07-11,10.0,4.61
2025-07-11,15.0,4.949
2025-07-11,20.0,5.238
2025-07-14,0.25,2.63
2025-07-14,0.5,2.618
2025-07-14,0.75,2.639
2025-07-14,1.0,2.648
2025-07-14,1.5,2.675
2025-07-14,2.0,2.8
2025-07-14,2.5,2.839
2025-07-14,3.0,2.953
2025-07-14,4.0,3.067
2025-07-14,5.0,3.328
2025-07-14,7.0,3.848
2025-07-14,10.0,4.667
2025-07-14,15.0,5.006
2025-07-14,20.0,5.288
2025-07-15,0.25,2.632
2025-07-15,0.5,2.623
2025-07-15,0.75,2.643
2025-07-15,1.0,2.653
2025-07-15,1.5,2.669
2025-07-15,2.0,2.792
2025-07-15,2.5,2.824
2025-07-15,3.0,2.937
2025-07-15,4.0,3.054
2025-07-15,5.0,3.32
2025-07-15,7.0,3.84
2025-07-15,10.0,4.66
2025-07-15,15.0,4.998
2025-07-15,20.0,5.278
2025-07-16,0.25,2.629
2025-07-16,0.5,2.622
2025-07-16,0.75,2.645
2025-07-16,1.0,2.654
2025-07-16,1.5,2.674
2025-07-16,2.0,2.796
2025-07-16,2.5,2.82
2025-07-16,3.0,2.931
2025-07-16,4.0,3.044
2025-07-16,5.0,3.308
2025-07-16,7.0,3.831
2025-07-16,10.0,4.651
2025-07-16,15.0,4.995
2025-07-16,20.0,5.28
2025-07-17,0.25,2.627
2025-07-17,0.5,2.626
2025-07-17,0.75,2.65
2025-07-17,1.0,2.662
2025-07-17,1.5,2.688
2025-07-17,2.0,2.814
2025-07-17,2.5,2.84
2025-07-17,3.0,2.954
2025-07-17,4.0,3.068
2025-07-17,5.0,3.339
2025-07-17,7.0,3.874
2025-07-17,10.0,4.686
2025-07-17,15.0,5.036
2025-07-17,20.0,5.312
2025-07-18,0.25,2.621
2025-07-18,0.5,2.631
2025-07-18,0.75,2.653
2025-07-18,1.0,2.667
2025-07-18,1.5,2.688
2025-07-18,2.0,2.803
2025-07-18,2.5,2.829
2025-07-18,3.0,2.943
2025-07-18,4.0,3.049
2025-07-18,5.0,3.317
2025-07-18,7.0,3.846
2025-07-18,10.0,4.652
2025-07-18,15.0,5.004
2025-07-18,20.0,5.295
2025-07-21,0.25,2.623
2025-07-21,0.5,2.634
2025-07-21,0.75,2.657
2025-07-21,1.0,2.667
2025-07-21,1.5,2.674
2025-07-21,2.0,2.785
2025-07-21,2.5,2.804
2025-07-21,3.0,2.928
2025-07-21,4.0,3.035
2025-07-21,5.0,3.298
2025-07-21,7.0,3.822
2025-07-21,10.0,4.633
2025-07-21,15.0,4.986
2025-07-21,20.0,5.283
2025-07-22,0.25,2.621
2025-07-22,0.5,2.637
2025-07-22,0.75,2.662
2025-07-22,1.0,2.661
2025-07-22,1.5,2.675
2025-07-22,2.0,2.788
2025-07-22,2.5,2.802
2025-07-22,3.0,2.93
2025-07-22,4.0,3.025
2025-07-22,5.0,3.292
2025-07-22,7.0,3.802
2025-07-22,10.0,4.615
2025-07-22,15.0,4.966
2025-07-22,20.0,5.258
2025-07-23,0.25,2.621
2025-07-23,0.5,2.642
2025-07-23,0.75,2.667
2025-07-23,1.0,2.659
2025-07-23,1.5,2.674
2025-07-23,2.0,2.785
2025-07-23,2.5,2.792
2025-07-23,3.0,2.922
2025-07-23,4.0,3.02
2025-07-23,5.0,3.283
2025-07-23,7.0,3.798
2025-07-23,10.0,4.607
2025-07-23,15.0,4.966
2025-07-23,20.0,5.257
2025-07-24,0.25,2.621
2025-07-24,0.5,2.644
2025-07-24,0.75,2.668
2025-07-24,1.0,2.662
2025-07-24,1.5,2.683
2025-07-24,2.0,2.79
2025-07-24,2.5,2.8
2025-07-24,3.0,2.938
2025-07-24,4.0,3.034
2025-07-24,5.0,3.296
2025-07-24,7.0,3.816
2025-07-24,10.0,4.632
2025-07-24,15.0,4.986
2025-07-24,20.0,5.275
2025-07-25,0.25,2.623
2025-07-25,0.5,2.648
2025-07-25,0.75,2.669
2025-07-25,1.0,2.666
2025-07-25,1.5,2.689
2025-07-25,2.0,2.792
2025-07-25,2.5,2.811
2025-07-25,3.0,2.95
2025-07-25,4.0,3.04
2025-07-25,5.0,3.301
2025-07-25,7.0,3.818
2025-07-25,10.0,4.635
2025-07-25,15.0,4.986
2025-07-25,20.0,5.271
2025-07-28,0.25,2.621
2025-07-28,0.5,2.644
2025-07-28,0.75,2.667
2025-07-28,1.0,2.651
2025-07-28,1.5,2.676
2025-07-28,2.0,2.775
2025-07-28,2.5,2.797
2025-07-28,3.0,2.926
2025-07-28,4.0,3.011
2025-07-28,5.0,3.276
2025-07-28,7.0,3.795
2025-07-28,10.0,4.605
2025-07-28,15.0,4.963
2025-07-28,20.0,5.255
2025-07-29,0.25,2.62
2025-07-29,0.5,2.647
2025-07-29,0.75,2.669
2025-07-29,1.0,2.643
2025-07-29,1.5,2.673
2025-07-29,2.0,2.772
2025-07-29,2.5,2.794
2025-07-29,3.0,2.924
2025-07-29,4.0,3.013
2025-07-29,5.0,3.274
2025-07-29,7.0,3.792
2025-07-29,10.0,4.598
2025-07-29,15.0,4.962
2025-07-29,20.0,5.258
2025-07-30,0.25,2.619
2025-07-30,0.5,2.646
2025-07-30,0.75,2.67
2025-07-30,1.0,2.64
2025-07-30,1.5,2.68
2025-07-30,2.0,2.78
2025-07-30,2.5,2.803
2025-07-30,3.0,2.925
2025-07-30,4.0,3.028
2025-07-30,5.0,3.265
2025-07-30,7.0,3.783
2025-07-30,10.0,4.58
2025-07-30,15.0,4.944
2025-07-30,20.0,5.243
2025-07-31,0.25,2.615
2025-07-31,0.5,2.648
2025-07-31,0.75,2.681
2025-07-31,1.0,2.642
2025-07-31,1.5,2.683
2025-07-31,2.0,2.782
2025-07-31,2.5,2.809
2025-07-31,3.0,2.925
2025-07-31,4.0,3.026
2025-07-31,5.0,3.26
2025-07-31,7.0,3.778
2025-07-31,10.0,4.573
2025-07-31,15.0,4.938
2025-07-31,20.0,5.238
2025-08-01,0.25,2.617
2025-08-01,0.5,2.65
2025-08-01,0.75,2.685
2025-08-01,1.0,2.648
2025-08-01,1.5,2.699
2025-08-01,2.0,2.805
2025-08-01,2.5,2.826
2025-08-01,3.0,2.944
2025-08-01,4.0,3.047
2025-08-01,5.0,3.294
2025-08-01,7.0,3.815
2025-08-01,10.0,4.618
2025-08-01,15.0,4.982
2025-08-01,20.0,5.278
2025-08-04,0.25,2.615
2025-08-04,0.5,2.645
2025-08-04,0.75,2.68
2025-08-04,1.0,2.641
2025-08-04,1.5,2.669
2025-08-04,2.0,2.765
2025-08-04,2.5,2.773
2025-08-04,3.0,2.894
2025-08-04,4.0,2.992
2025-08-04,5.0,3.238
2025-08-04,7.0,3.758
2025-08-04,10.0,4.558
2025-08-04,15.0,4.927
2025-08-04,20.0,5.228
2025-08-05,0.25,2.611
2025-08-05,0.5,2.64
2025-08-05,0.75,2.676
2025-08-05,1.0,2.639
2025-08-05,1.5,2.667
2025-08-05,2.0,2.772
2025-08-05,2.5,2.777
2025-08-05,3.0,2.904
2025-08-05,4.0,2.995
2025-08-05,5.0,3.236
2025-08-05,7.0,3.746
2025-08-05,10.0,4.548
2025-08-05,15.0,4.914
2025-08-05,20.0,5.215
2025-08-06,0.25,2.608
2025-08-06,0.5,2.641
2025-08-06,0.75,2.678
2025-08-06,1.0,2.643
2025-08-06,1.5,2.668
2025-08-06,2.0,2.777
2025-08-06,2.5,2.784
2025-08-06,3.0,2.907
2025-08-06,4.0,2.998
2025-08-06,5.0,3.246
2025-08-06,7.0,3.744
2025-08-06,10.0,4.56
2025-08-06,15.0,4.929
2025-08-06,20.0,5.229
2025-08-07,0.25,2.61
2025-08-07,0.5,2.638
2025-08-07,0.75,2.673
2025-08-07,1.0,2.64
2025-08-07,1.5,2.663
2025-08-07,2.0,2.765
2025-08-07,2.5,2.764
2025-08-07,3.0,2.887
2025-08-07,4.0,2.975
2025-08-07,5.0,3.223
2025-08-07,7.0,3.72
2025-08-07,10.0,4.542
2025-08-07,15.0,4.909
2025-08-07,20.0,5.207
2025-08-08,0.25,2.607
2025-08-08,0.5,2.629
2025-08-08,0.75,2.666
2025-08-08,1.0,2.635
2025-08-08,1.5,2.676
2025-08-08,2.0,2.773
2025-08-08,2.5,2.774
2025-08-08,3.0,2.895
2025-08-08,4.0,2.984
2025-08-08,5.0,3.224
2025-08-08,7.0,3.724
2025-08-08,10.0,4.552
2025-08-08,15.0,4.915
2025-08-08,20.0,5.211
2025-08-11,0.25,2.607
2025-08-11,0.5,2.627
2025-08-11,0.75,2.663
2025-08-11,1.0,2.636
2025-08-11,1.5,2.688
2025-08-11,2.0,2.784
2025-08-11,2.5,2.789
2025-08-11,3.0,2.912
2025-08-11,4.0,2.999
2025-08-11,5.0,3.238
2025-08-11,7.0,3.736
2025-08-11,10.0,4.565
2025-08-11,15.0,4.926
2025-08-11,20.0,5.218
2025-08-12,0.25,2.598
2025-08-12,0.5,2.625
2025-08-12,0.75,2.661
2025-08-12,1.0,2.634
2025-08-12,1.5,2.702
2025-08-12,2.0,2.792
2025-08-12,2.5,2.797
2025-08-12,3.0,2.922
2025-08-12,4.0,3.016
2025-08-12,5.0,3.252
2025-08-12,7.0,3.75
2025-08-12,10.0,4.58
2025-08-12,15.0,4.941
2025-08-12,20.0,5.242
2025-08-13,0.25,2.598
2025-08-13,0.5,2.625
2025-08-13,0.75,2.665
2025-08-13,1.0,2.638
2025-08-13,1.5,2.701
2025-08-13,2.0,2.779
2025-08-13,2.5,2.779
2025-08-13,3.0,2.905
2025-08-13,4.0,2.999
2025-08-13,5.0,3.237
2025-08-13,7.0,3.747
2025-08-13,10.0,4.58
2025-08-13,15.0,4.945
2025-08-13,20.0,5.248
2025-08-14,0.25,2.596
2025-08-14,0.5,2.627
2025-08-14,0.75,2.661
2025-08-14,1.0,2.63
2025-08-14,1.5,2.701
2025-08-14,2.0,2.771
2025-08-14,2.5,2.763
2025-08-14,3.0,2.886
2025-08-14,4.0,2.986
2025-08-14,5.0,3.217
2025-08-14,7.0,3.729
2025-08-14,10.0,4.562
2025-08-14,15.0,4.93
2025-08-14,20.0,5.24
2025-08-18,0.25,2.594
2025-08-18,0.5,2.625
2025-08-18,0.75,2.655
2025-08-18,1.0,2.63
2025-08-18,1.5,2.72
2025-08-18,2.0,2.797
2025-08-18,2.5,2.793
2025-08-18,3.0,2.917
2025-08-18,4.0,3.028
2025-08-18,5.0,3.264
2025-08-18,7.0,3.776
2025-08-18,10.0,4.615
2025-08-18,15.0,4.977
2025-08-18,20.0,5.283
2025-08-19,0.25,2.596
2025-08-19,0.5,2.629
2025-08-19,0.75,2.66
2025-08-19,1.0,2.634
2025-08-19,1.5,2.72
2025-08-19,2.0,2.797
2025-08-19,2.5,2.807
2025-08-19,3.0,2.934
2025-08-19,4.0,3.039
2025-08-19,5.0,3.282
2025-08-19,7.0,3.796
2025-08-19,10.0,4.637
2025-08-19,15.0,4.996
2025-08-19,20.0,5.293
2025-08-20,0.25,2.594
2025-08-20,0.5,2.628
2025-08-20,0.75,2.659
2025-08-20,1.0,2.632
2025-08-20,1.5,2.709
2025-08-20,2.0,2.786
2025-08-20,2.5,2.804
2025-08-20,3.0,2.926
2025-08-20,4.0,3.03
2025-08-20,5.0,3.277
2025-08-20,7.0,3.788
2025-08-20,10.0,4.627
2025-08-20,15.0,4.989
2025-08-20,20.0,5.284
2025-08-21,0.25,2.593
2025-08-21,0.5,2.631
2025-08-21,0.75,2.663
2025-08-21,1.0,2.636
2025-08-21,1.5,2.705
2025-08-21,2.0,2.783
2025-08-21,2.5,2.804
2025-08-21,3.0,2.925
2025-08-21,4.0,3.027
2025-08-21,5.0,3.275
2025-08-21,7.0,3.784
2025-08-21,10.0,4.622
2025-08-21,15.0,4.984
2025-08-21,20.0,5.274
2025-08-22,0.25,2.594
2025-08-22,0.5,2.632
2025-08-22,0.75,2.666
2025-08-22,1.0,2.639
2025-08-22,1.5,2.706
2025-08-22,2.0,2.786
2025-08-22,2.5,2.816
2025-08-22,3.0,2.937
2025-08-22,4.0,3.044
2025-08-22,5.0,3.298
2025-08-22,7.0,3.8
2025-08-22,10.0,4.638
2025-08-22,15.0,4.999
2025-08-22,20.0,5.289
2025-08-25,0.25,2.594
2025-08-25,0.5,2.633
2025-08-25,0.75,2.661
2025-08-25,1.0,2.629
2025-08-25,1.5,2.687
2025-08-25,2.0,2.769
2025-08-25,2.5,2.797
2025-08-25,3.0,2.914
2025-08-25,4.0,3.022
2025-08-25,5.0,3.274
2025-08-25,7.0,3.787
2025-08-25,10.0,4.63
2025-08-25,15.0,4.996
2025-08-25,20.0,5.287
2025-08-26,0.25,2.591
2025-08-26,0.5,2.632
2025-08-26,0.75,2.662
2025-08-26,1.0,2.627
2025-08-26,1.5,2.676
2025-08-26,2.0,2.753
2025-08-26,2.5,2.778
2025-08-26,3.0,2.894
2025-08-26,4.0,3.007
2025-08-26,5.0,3.259
2025-08-26,7.0,3.784
2025-08-26,10.0,4.633
2025-08-26,15.0,5.006
2025-08-26,20.0,5.303
2025-08-27,0.25,2.591
2025-08-27,0.5,2.634
2025-08-27,0.75,2.666
2025-08-27,1.0,2.638
2025-08-27,1.5,2.676
2025-08-27,2.0,2.745
2025-08-27,2.5,2.764
2025-08-27,3.0,2.872
2025-08-27,4.0,2.98
2025-08-27,5.0,3.228
2025-08-27,7.0,3.751
2025-08-27,10.0,4.598
2025-08-27,15.0,4.979
2025-08-27,20.0,5.28
2025-08-28,0.25,2.588
2025-08-28,0.5,2.631
2025-08-28,0.75,2.664
2025-08-28,1.0,2.635
2025-08-28,1.5,2.672
2025-08-28,2.0,2.749
2025-08-28,2.5,2.777
2025-08-28,3.0,2.886
2025-08-28,4.0,2.996
2025-08-28,5.0,3.24
2025-08-28,7.0,3.754
2025-08-28,10.0,4.592
2025-08-28,15.0,4.98
2025-08-28,20.0,5.287
2025-08-29,0.25,2.588
2025-08-29,0.5,2.632
2025-08-29,0.75,2.665
2025-08-29,1.0,2.641
2025-08-29,1.5,2.672
2025-08-29,2.0,2.76
2025-08-29,2.5,2.789
2025-08-29,3.0,2.903
2025-08-29,4.0,3.006
2025-08-29,5.0,3.247
2025-08-29,7.0,3.759
2025-08-29,10.0,4.592
2025-08-29,15.0,4.976
2025-08-29,20.0,5.274
2025-09-01,0.25,2.587
2025-09-01,0.5,2.633
2025-09-01,0.75,2.666
2025-09-01,1.0,2.645
2025-09-01,1.5,2.671
2025-09-01,2.0,2.762
2025-09-01,2.5,2.79
2025-09-01,3.0,2.904
2025-09-01,4.0,3.009
2025-09-01,5.0,3.258
2025-09-01,7.0,3.778
2025-09-01,10.0,4.626
2025-09-01,15.0,5.004
2025-09-01,20.0,5.301
2025-09-02,0.25,2.59
2025-09-02,0.5,2.635
2025-09-02,0.75,2.666
2025-09-02,1.0,2.643
2025-09-02,1.5,2.672
2025-09-02,2.0,2.766
2025-09-02,2.5,2.804
2025-09-02,3.0,2.919
2025-09-02,4.0,3.029
2025-09-02,5.0,3.279
2025-09-02,7.0,3.802
2025-09-02,10.0,4.651
2025-09-02,15.0,5.027
2025-09-02,20.0,5.321
2025-09-03,0.25,2.592
2025-09-03,0.5,2.64
2025-09-03,0.75,2.671
2025-09-03,1.0,2.648
2025-09-03,1.5,2.686
2025-09-03,2.0,2.781
2025-09-03,2.5,2.825
2025-09-03,3.0,2.939
2025-09-03,4.0,3.052
2025-09-03,5.0,3.316
2025-09-03,7.0,3.832
2025-09-03,10.0,4.69
2025-09-03,15.0,5.058
2025-09-03,20.0,5.352
2025-09-04,0.25,2.594
2025-09-04,0.5,2.644
2025-09-04,0.75,2.681
2025-09-04,1.0,2.659
2025-09-04,1.5,2.689
2025-09-04,2.0,2.787
2025-09-04,2.5,2.823
2025-09-04,3.0,2.939
2025-09-04,4.0,3.048
2025-09-04,5.0,3.302
2025-09-04,7.0,3.812
2025-09-04,10.0,4.659
2025-09-04,15.0,5.029
2025-09-04,20.0,5.324
2025-09-05,0.25,2.596
2025-09-05,0.5,2.646
2025-09-05,0.75,2.686
2025-09-05,1.0,2.658
2025-09-05,1.5,2.686
2025-09-05,2.0,2.786
2025-09-05,2.5,2.816
2025-09-05,3.0,2.934
2025-09-05,4.0,3.041
2025-09-05,5.0,3.289
2025-09-05,7.0,3.801
2025-09-05,10.0,4.646
2025-09-05,15.0,5.017
2025-09-05,20.0,5.314
2025-09-08,0.25,2.6
2025-09-08,0.5,2.649
2025-09-08,0.75,2.689
2025-09-08,1.0,2.659
2025-09-08,1.5,2.684
2025-09-08,2.0,2.783
2025-09-08,2.5,2.812
2025-09-08,3.0,2.92
2025-09-08,4.0,3.029
2025-09-08,5.0,3.275
2025-09-08,7.0,3.786
2025-09-08,10.0,4.636
2025-09-08,15.0,5.007
2025-09-08,20.0,5.304
2025-09-09,0.25,2.601
2025-09-09,0.5,2.649
2025-09-09,0.75,2.69
2025-09-09,1.0,2.661
2025-09-09,1.5,2.677
2025-09-09,2.0,2.767
2025-09-09,2.5,2.787
2025-09-09,3.0,2.889
2025-09-09,4.0,3.009
2025-09-09,5.0,3.248
2025-09-09,7.0,3.762
2025-09-09,10.0,4.606
2025-09-09,15.0,4.98
2025-09-09,20.0,5.279
2025-09-10,0.25,2.602
2025-09-10,0.5,2.65
2025-09-10,0.75,2.682
2025-09-10,1.0,2.657
2025-09-10,1.5,2.677
2025-09-10,2.0,2.767
2025-09-10,2.5,2.796
2025-09-10,3.0,2.889
2025-09-10,4.0,3.013
2025-09-10,5.0,3.242
2025-09-10,7.0,3.768
2025-09-10,10.0,4.609
2025-09-10,15.0,4.977
2025-09-10,20.0,5.276
2025-09-11,0.25,2.604
2025-09-11,0.5,2.651
2025-09-11,0.75,2.68
2025-09-11,1.0,2.659
2025-09-11,1.5,2.668
2025-09-11,2.0,2.753
2025-09-11,2.5,2.789
2025-09-11,3.0,2.879
2025-09-11,4.0,3.005
2025-09-11,5.0,3.237
2025-09-11,7.0,3.752
2025-09-11,10.0,4.592
2025-09-11,15.0,4.96
2025-09-11,20.0,5.266
2025-09-12,0.25,2.61
2025-09-12,0.5,2.652
2025-09-12,0.75,2.681
2025-09-12,1.0,2.66
2025-09-12,1.5,2.676
2025-09-12,2.0,2.761
2025-09-12,2.5,2.801
2025-09-12,3.0,2.893
2025-09-12,4.0,3.016
2025-09-12,5.0,3.248
2025-09-12,7.0,3.751
2025-09-12,10.0,4.595
2025-09-12,15.0,4.966
2025-09-12,20.0,5.264
2025-09-15,0.25,2.615
2025-09-15,0.5,2.655
2025-09-15,0.75,2.682
2025-09-15,1.0,2.66
2025-09-15,1.5,2.691
2025-09-15,2.0,2.764
2025-09-15,2.5,2.803
2025-09-15,3.0,2.899
2025-09-15,4.0,3.023
2025-09-15,5.0,3.26
2025-09-15,7.0,3.756
2025-09-15,10.0,4.601
2025-09-15,15.0,4.969
2025-09-15,20.0,5.268
2025-09-16,0.25,2.618
2025-09-16,0.5,2.658
2025-09-16,0.75,2.684
2025-09-16,1.0,2.661
2025-09-16,1.5,2.683
2025-09-16,2.0,2.74
2025-09-16,2.5,2.773
2025-09-16,3.0,2.87
2025-09-16,4.0,3.0
2025-09-16,5.0,3.238
2025-09-16,7.0,3.733
2025-09-16,10.0,4.577
2025-09-16,15.0,4.951
2025-09-16,20.0,5.251
2025-09-17,0.25,2.62
2025-09-17,0.5,2.66
2025-09-17,0.75,2.687
2025-09-17,1.0,2.666
2025-09-17,1.5,2.689
2025-09-17,2.0,2.742
2025-09-17,2.5,2.771
2025-09-17,3.0,2.864
2025-09-17,4.0,2.992
2025-09-17,5.0,3.232
2025-09-17,7.0,3.713
2025-09-17,10.0,4.553
2025-09-17,15.0,4.933
2025-09-17,20.0,5.236
2025-09-18,0.25,2.624
2025-09-18,0.5,2.66
2025-09-18,0.75,2.691
2025-09-18,1.0,2.671
2025-09-18,1.5,2.689
2025-09-18,2.0,2.735
2025-09-18,2.5,2.76
2025-09-18,3.0,2.852
2025-09-18,4.0,2.981
2025-09-18,5.0,3.215
2025-09-18,7.0,3.694
2025-09-18,10.0,4.53
2025-09-18,15.0,4.91
2025-09-18,20.0,5.213
2025-09-19,0.25,2.631
2025-09-19,0.5,2.668
2025-09-19,0.75,2.699
2025-09-19,1.0,2.678
2025-09-19,1.5,2.7
2025-09-19,2.0,2.76
2025-09-19,2.5,2.791
2025-09-19,3.0,2.891
2025-09-19,4.0,3.017
2025-09-19,5.0,3.255
2025-09-19,7.0,3.749
2025-09-19,10.0,4.59
2025-09-19,15.0,4.96
2025-09-19,20.0,5.251
2025-09-22,0.25,2.627
2025-09-22,0.5,2.669
2025-09-22,0.75,2.699
2025-09-22,1.0,2.686
2025-09-22,1.5,2.714
2025-09-22,2.0,2.774
2025-09-22,2.5,2.808
2025-09-22,3.0,2.905
2025-09-22,4.0,3.031
2025-09-22,5.0,3.268
2025-09-22,7.0,3.762
2025-09-22,10.0,4.608
2025-09-22,15.0,4.975
2025-09-22,20.0,5.263
2025-09-23,0.25,2.629
2025-09-23,0.5,2.673
2025-09-23,0.75,2.703
2025-09-23,1.0,2.693
2025-09-23,1.5,2.713
2025-09-23,2.0,2.778
2025-09-23,2.5,2.807
2025-09-23,3.0,2.903
2025-09-23,4.0,3.029
2025-09-23,5.0,3.265
2025-09-23,7.0,3.757
2025-09-23,10.0,4.588
2025-09-23,15.0,4.971
2025-09-23,20.0,5.254
2025-09-24,0.25,2.633
2025-09-24,0.5,2.675
2025-09-24,0.75,2.706
2025-09-24,1.0,2.699
2025-09-24,1.5,2.723
2025-09-24,2.0,2.795
2025-09-24,2.5,2.83
2025-09-24,3.0,2.922
2025-09-24,4.0,3.054
2025-09-24,5.0,3.293
2025-09-24,7.0,3.785
2025-09-24,10.0,4.624
2025-09-24,15.0,4.995
2025-09-24,20.0,5.277
2025-09-25,0.25,2.642
2025-09-25,0.5,2.681
2025-09-25,0.75,2.715
2025-09-25,1.0,2.712
2025-09-25,1.5,2.75
2025-09-25,2.0,2.825
2025-09-25,2.5,2.868
2025-09-25,3.0,2.962
2025-09-25,4.0,3.098
2025-09-25,5.0,3.339
2025-09-25,7.0,3.826
2025-09-25,10.0,4.662
2025-09-25,15.0,5.024
2025-09-25,20.0,5.297
2025-09-26,0.25,2.647
2025-09-26,0.5,2.687
2025-09-26,0.75,2.725
2025-09-26,1.0,2.73
2025-09-26,1.5,2.774
2025-09-26,2.0,2.849
2025-09-26,2.5,2.9
2025-09-26,3.0,2.991
2025-09-26,4.0,3.129
2025-09-26,5.0,3.369
2025-09-26,7.0,3.867
2025-09-26,10.0,4.712
2025-09-26,15.0,5.067
2025-09-26,20.0,5.332
2025-09-29,0.25,2.646
2025-09-29,0.5,2.685
2025-09-29,0.75,2.727
2025-09-29,1.0,2.732
2025-09-29,1.5,2.781
2025-09-29,2.0,2.857
2025-09-29,2.5,2.897
2025-09-29,3.0,2.989
2025-09-29,4.0,3.13
2025-09-29,5.0,3.372
